ue,latitude,longitude,timestamp
202010000000001,38.012491,23.790299,2024-02-06 08:12:09.937304
202010000000001,38.012408,23.790254,2024-02-06 08:12:10.941962
202010000000001,38.012325,23.79021,2024-02-06 08:12:11.945077
202010000000001,38.012243,23.790165,2024-02-06 08:12:12.949297
202010000000001,38.01216,23.79012,2024-02-06 08:12:13.951989
202010000000001,38.012077,23.790075,2024-02-06 08:12:14.956301
202010000000001,38.011995,23.79003,2024-02-06 08:12:15.960452
202010000000001,38.011912,23.789985,2024-02-06 08:12:16.964932
202010000000001,38.011829,23.789941,2024-02-06 08:12:17.970142
202010000000001,38.011747,23.789896,2024-02-06 08:12:18.974171
202010000000001,38.011664,23.789851,2024-02-06 08:12:19.978516
202010000000001,38.011581,23.789806,2024-02-06 08:12:20.984455
202010000000001,38.011498,23.789761,2024-02-06 08:12:21.989036
202010000000001,38.011416,23.789716,2024-02-06 08:12:22.993486
202010000000001,38.011333,23.789672,2024-02-06 08:12:24.004047
202010000000001,38.01125,23.789627,2024-02-06 08:12:25.008845
202010000000001,38.011168,23.789582,2024-02-06 08:12:26.013939
202010000000001,38.011085,23.789537,2024-02-06 08:12:27.023929
202010000000001,38.011002,23.789492,2024-02-06 08:12:28.025781
202010000000001,38.01092,23.789447,2024-02-06 08:12:29.029390
202010000000001,38.010837,23.789403,2024-02-06 08:12:30.033127
202010000000001,38.010754,23.789358,2024-02-06 08:12:31.036285
202010000000001,38.010671,23.789313,2024-02-06 08:12:32.039166
202010000000001,38.010589,23.789268,2024-02-06 08:12:33.042044
202010000000001,38.010506,23.789223,2024-02-06 08:12:34.046747
202010000000001,38.010423,23.789178,2024-02-06 08:12:35.050247
202010000000001,38.010341,23.789134,2024-02-06 08:12:36.054531
202010000000001,38.010258,23.789089,2024-02-06 08:12:37.062321
202010000000001,38.010175,23.789044,2024-02-06 08:12:38.072347
202010000000001,38.010092,23.788999,2024-02-06 08:12:39.074792
202010000000001,38.01001,23.788954,2024-02-06 08:12:40.077023
202010000000001,38.009927,23.78891,2024-02-06 08:12:41.080166
202010000000001,38.009844,23.788865,2024-02-06 08:12:42.083045
202010000000001,38.009762,23.78882,2024-02-06 08:12:43.087015
202010000000001,38.009679,23.788775,2024-02-06 08:12:44.089954
202010000000001,38.009596,23.78873,2024-02-06 08:12:45.094691
202010000000001,38.009514,23.788685,2024-02-06 08:12:46.097089
202010000000001,38.009431,23.788641,2024-02-06 08:12:47.100943
202010000000001,38.009348,23.788596,2024-02-06 08:12:48.104063
202010000000001,38.009265,23.788551,2024-02-06 08:12:49.108714
202010000000001,38.00919,23.788592,2024-02-06 08:12:50.112095
202010000000001,38.009129,23.788676,2024-02-06 08:12:51.116249
202010000000001,38.009068,23.78876,2024-02-06 08:12:52.120006
202010000000001,38.009008,23.788844,2024-02-06 08:12:53.124841
202010000000001,38.008947,23.788928,2024-02-06 08:12:54.128273
202010000000001,38.008886,23.789012,2024-02-06 08:12:55.139029
202010000000001,38.008825,23.789096,2024-02-06 08:12:56.144325
202010000000001,38.008764,23.78918,2024-02-06 08:12:57.149691
202010000000001,38.008703,23.789264,2024-02-06 08:12:58.152536
202010000000001,38.008642,23.789348,2024-02-06 08:12:59.157037
202010000000001,38.008581,23.789432,2024-02-06 08:13:00.160157
202010000000001,38.00852,23.789516,2024-02-06 08:13:01.163220
202010000000001,38.00846,23.7896,2024-02-06 08:13:02.166868
202010000000001,38.008399,23.789684,2024-02-06 08:13:03.171401
202010000000001,38.008338,23.789768,2024-02-06 08:13:04.176656
202010000000001,38.008277,23.789852,2024-02-06 08:13:05.185680
202010000000001,38.008216,23.789936,2024-02-06 08:13:06.188801
202010000000001,38.008155,23.79002,2024-02-06 08:13:07.191113
202010000000001,38.008094,23.790104,2024-02-06 08:13:08.196087
202010000000001,38.008033,23.790188,2024-02-06 08:13:09.201887
202010000000001,38.007973,23.790272,2024-02-06 08:13:10.205370
202010000000001,38.007912,23.790356,2024-02-06 08:13:11.208370
202010000000001,38.007851,23.79044,2024-02-06 08:13:12.212138
202010000000001,38.00779,23.790524,2024-02-06 08:13:13.216822
202010000000001,38.007729,23.790608,2024-02-06 08:13:14.221126
202010000000001,38.007668,23.790692,2024-02-06 08:13:15.227155
202010000000001,38.007607,23.790776,2024-02-06 08:13:16.230223
202010000000001,38.007546,23.79086,2024-02-06 08:13:17.235270
202010000000001,38.007486,23.790944,2024-02-06 08:13:18.239414
202010000000001,38.007425,23.791028,2024-02-06 08:13:19.244466
202010000000001,38.007364,23.791112,2024-02-06 08:13:20.249755
202010000000001,38.007303,23.791196,2024-02-06 08:13:21.256754
202010000000001,38.007242,23.79128,2024-02-06 08:13:22.262446
202010000000001,38.007181,23.791364,2024-02-06 08:13:23.267032
202010000000001,38.00712,23.791448,2024-02-06 08:13:24.272236
202010000000001,38.007059,23.791532,2024-02-06 08:13:25.281606
202010000000001,38.006999,23.791616,2024-02-06 08:13:26.287298
202010000000001,38.006938,23.7917,2024-02-06 08:13:27.290579
202010000000001,38.006877,23.791784,2024-02-06 08:13:28.295631
202010000000001,38.006816,23.791868,2024-02-06 08:13:29.298903
202010000000001,38.006755,23.791952,2024-02-06 08:13:30.302147
202010000000001,38.006694,23.792036,2024-02-06 08:13:31.306944
202010000000001,38.006633,23.79212,2024-02-06 08:13:32.312064
202010000000001,38.006572,23.792204,2024-02-06 08:13:33.317006
202010000000001,38.006512,23.792288,2024-02-06 08:13:34.322664
202010000000001,38.006451,23.792372,2024-02-06 08:13:35.325218
202010000000001,38.00639,23.792457,2024-02-06 08:13:36.332612
202010000000001,38.006329,23.792541,2024-02-06 08:13:37.339348
202010000000001,38.006268,23.792625,2024-02-06 08:13:38.344795
202010000000001,38.006207,23.792709,2024-02-06 08:13:39.349101
202010000000001,38.006146,23.792793,2024-02-06 08:13:40.352796
202010000000001,38.006085,23.792877,2024-02-06 08:13:41.359227
202010000000001,38.006024,23.792961,2024-02-06 08:13:42.365969
202010000000001,38.005964,23.793045,2024-02-06 08:13:43.372228
202010000000001,38.005903,23.793129,2024-02-06 08:13:44.381160
202010000000001,38.005842,23.793213,2024-02-06 08:13:45.389116
202010000000001,38.005781,23.793297,2024-02-06 08:13:46.392852
202010000000001,38.00572,23.793381,2024-02-06 08:13:47.398386
202010000000001,38.005659,23.793465,2024-02-06 08:13:48.406754
202010000000001,38.005598,23.793549,2024-02-06 08:13:49.410974
202010000000001,38.005537,23.793633,2024-02-06 08:13:50.415072
202010000000001,38.005477,23.793717,2024-02-06 08:13:51.419555
202010000000001,38.005416,23.793801,2024-02-06 08:13:52.423177
202010000000001,38.005355,23.793885,2024-02-06 08:13:53.428259
202010000000001,38.005294,23.793969,2024-02-06 08:13:54.433088
202010000000001,38.005233,23.794053,2024-02-06 08:13:55.438103
202010000000001,38.005172,23.794137,2024-02-06 08:13:56.442784
202010000000001,38.005111,23.794221,2024-02-06 08:13:57.446802
202010000000001,38.00505,23.794305,2024-02-06 08:13:58.452246
202010000000001,38.00499,23.794389,2024-02-06 08:13:59.512214
202010000000001,38.004999,23.794497,2024-02-06 08:14:00.516838
202010000000001,38.005032,23.794604,2024-02-06 08:14:01.520810
202010000000001,38.005065,23.79471,2024-02-06 08:14:02.524712
202010000000001,38.005098,23.794816,2024-02-06 08:14:03.528888
202010000000001,38.005131,23.794922,2024-02-06 08:14:04.532246
202010000000001,38.005164,23.795028,2024-02-06 08:14:05.535998
202010000000001,38.005198,23.795134,2024-02-06 08:14:06.540624
202010000000001,38.005231,23.79524,2024-02-06 08:14:07.545466
202010000000001,38.005264,23.795346,2024-02-06 08:14:08.550033
202010000000001,38.005297,23.795452,2024-02-06 08:14:09.554679
202010000000001,38.00533,23.795558,2024-02-06 08:14:10.558705
202010000000001,38.005363,23.795665,2024-02-06 08:14:11.563967
202010000000001,38.005397,23.795771,2024-02-06 08:14:12.569213
202010000000001,38.00543,23.795877,2024-02-06 08:14:13.573881
202010000000001,38.005463,23.795983,2024-02-06 08:14:14.579636
202010000000001,38.005496,23.796089,2024-02-06 08:14:15.585745
202010000000001,38.005529,23.796195,2024-02-06 08:14:16.588046
202010000000001,38.005562,23.796301,2024-02-06 08:14:17.590654
202010000000001,38.005595,23.796407,2024-02-06 08:14:18.592530
202010000000001,38.005629,23.796513,2024-02-06 08:14:19.605048
202010000000001,38.005662,23.796619,2024-02-06 08:14:20.608724
202010000000001,38.005695,23.796725,2024-02-06 08:14:21.611401
202010000000001,38.005728,23.796832,2024-02-06 08:14:22.615781
202010000000001,38.005761,23.796938,2024-02-06 08:14:23.620136
202010000000001,38.005794,23.797044,2024-02-06 08:14:24.622906
202010000000001,38.005827,23.79715,2024-02-06 08:14:25.626879
202010000000001,38.005861,23.797256,2024-02-06 08:14:26.629768
202010000000001,38.005894,23.797362,2024-02-06 08:14:27.634386
202010000000001,38.005927,23.797468,2024-02-06 08:14:28.640043
202010000000001,38.00596,23.797574,2024-02-06 08:14:29.644134
202010000000001,38.005993,23.79768,2024-02-06 08:14:30.647880
202010000000001,38.006026,23.797786,2024-02-06 08:14:31.655927
202010000000001,38.00606,23.797893,2024-02-06 08:14:32.660811
202010000000001,38.006093,23.797999,2024-02-06 08:14:33.665608
202010000000001,38.006126,23.798105,2024-02-06 08:14:34.672704
202010000000001,38.006159,23.798211,2024-02-06 08:14:35.676851
202010000000001,38.006192,23.798317,2024-02-06 08:14:36.681125
202010000000001,38.006225,23.798423,2024-02-06 08:14:37.684728
202010000000001,38.006258,23.798529,2024-02-06 08:14:38.689411
202010000000001,38.006292,23.798635,2024-02-06 08:14:39.694786
202010000000001,38.006325,23.798741,2024-02-06 08:14:40.699491
202010000000001,38.006358,23.798847,2024-02-06 08:14:41.704529
202010000000001,38.006391,23.798954,2024-02-06 08:14:42.708511
202010000000001,38.006424,23.79906,2024-02-06 08:14:43.714274
202010000000001,38.006457,23.799166,2024-02-06 08:14:44.716114
202010000000001,38.006491,23.799272,2024-02-06 08:14:45.719826
202010000000001,38.006524,23.799378,2024-02-06 08:14:46.724264
202010000000001,38.006557,23.799484,2024-02-06 08:14:47.728860
202010000000001,38.00659,23.79959,2024-02-06 08:14:48.732764
202010000000001,38.006623,23.799696,2024-02-06 08:14:49.738121
202010000000001,38.006656,23.799802,2024-02-06 08:14:50.745158
202010000000001,38.006689,23.799908,2024-02-06 08:14:51.748119
202010000000001,38.006723,23.800015,2024-02-06 08:14:52.752503
202010000000001,38.006756,23.800121,2024-02-06 08:14:53.759675
202010000000001,38.006789,23.800227,2024-02-06 08:14:54.763593
202010000000001,38.006822,23.800333,2024-02-06 08:14:55.767575
202010000000001,38.006855,23.800439,2024-02-06 08:14:56.770524
202010000000001,38.006888,23.800545,2024-02-06 08:14:57.773299
202010000000001,38.006921,23.800651,2024-02-06 08:14:58.775683
202010000000001,38.006955,23.800757,2024-02-06 08:14:59.780015
202010000000001,38.006988,23.800863,2024-02-06 08:15:00.783275
202010000000001,38.007021,23.800969,2024-02-06 08:15:01.787646
202010000000001,38.007054,23.801076,2024-02-06 08:15:02.790146
202010000000001,38.007087,23.801182,2024-02-06 08:15:03.805531
202010000000001,38.00712,23.801288,2024-02-06 08:15:04.809443
202010000000001,38.007154,23.801394,2024-02-06 08:15:05.814377
202010000000001,38.007187,23.8015,2024-02-06 08:15:06.820705
202010000000001,38.00722,23.801606,2024-02-06 08:15:07.823520
202010000000001,38.007253,23.801712,2024-02-06 08:15:08.828236
202010000000001,38.007286,23.801818,2024-02-06 08:15:09.831702
202010000000001,38.007264,23.801903,2024-02-06 08:15:10.835515
202010000000001,38.007182,23.801948,2024-02-06 08:15:11.840184
202010000000001,38.007099,23.801993,2024-02-06 08:15:12.844152
202010000000001,38.007017,23.802039,2024-02-06 08:15:13.848295
202010000000001,38.006934,23.802084,2024-02-06 08:15:14.852005
202010000000001,38.006852,23.80213,2024-02-06 08:15:15.856565
202010000000001,38.006769,23.802175,2024-02-06 08:15:16.865975
202010000000001,38.006687,23.80222,2024-02-06 08:15:17.873004
202010000000001,38.006604,23.802266,2024-02-06 08:15:18.878719
202010000000001,38.006522,23.802311,2024-02-06 08:15:19.881066
202010000000001,38.006439,23.802357,2024-02-06 08:15:20.886651
202010000000001,38.006357,23.802402,2024-02-06 08:15:21.892463
202010000000001,38.006274,23.802448,2024-02-06 08:15:22.896836
202010000000001,38.006192,23.802493,2024-02-06 08:15:23.902651
202010000000001,38.006109,23.802538,2024-02-06 08:15:24.906616
202010000000001,38.006026,23.802584,2024-02-06 08:15:25.909575
202010000000001,38.005944,23.802629,2024-02-06 08:15:26.915020
202010000000001,38.005861,23.802675,2024-02-06 08:15:27.921654
202010000000001,38.005779,23.80272,2024-02-06 08:15:28.926172
202010000000001,38.005696,23.802765,2024-02-06 08:15:29.928502
202010000000001,38.005614,23.802811,2024-02-06 08:15:30.931570
202010000000001,38.005531,23.802856,2024-02-06 08:15:31.937663
202010000000001,38.005449,23.802902,2024-02-06 08:15:32.941407
202010000000001,38.005366,23.802947,2024-02-06 08:15:33.944198
202010000000001,38.005284,23.802992,2024-02-06 08:15:34.946560
202010000000001,38.005201,23.803038,2024-02-06 08:15:35.948752
202010000000001,38.005119,23.803083,2024-02-06 08:15:36.952194
202010000000001,38.005036,23.803129,2024-02-06 08:15:37.956189
202010000000001,38.004954,23.803174,2024-02-06 08:15:38.961501
202010000000001,38.004871,23.803219,2024-02-06 08:15:39.968490
202010000000001,38.004789,23.803265,2024-02-06 08:15:40.971475
202010000000001,38.004706,23.80331,2024-02-06 08:15:41.973648
202010000000001,38.004624,23.803356,2024-02-06 08:15:42.977945
202010000000001,38.004541,23.803401,2024-02-06 08:15:43.985351
202010000000001,38.004459,23.803446,2024-02-06 08:15:44.990732
202010000000001,38.004376,23.803492,2024-02-06 08:15:45.995235
202010000000001,38.004294,23.803537,2024-02-06 08:15:47.000371
202010000000001,38.004211,23.803583,2024-02-06 08:15:48.005729
202010000000001,38.004129,23.803628,2024-02-06 08:15:49.010053
202010000000001,38.004046,23.803674,2024-02-06 08:15:50.014010
202010000000001,38.003964,23.803719,2024-02-06 08:15:51.016367
202010000000001,38.003881,23.803764,2024-02-06 08:15:52.019240
202010000000001,38.003799,23.80381,2024-02-06 08:15:53.023151
202010000000001,38.003716,23.803855,2024-02-06 08:15:54.028242
202010000000001,38.003634,23.803901,2024-02-06 08:15:55.031086
202010000000001,38.003551,23.803946,2024-02-06 08:15:56.037528
202010000000001,38.003469,23.803991,2024-02-06 08:15:57.040634
202010000000001,38.003386,23.804037,2024-02-06 08:15:58.043239
202010000000001,38.003304,23.804082,2024-02-06 08:15:59.048749
202010000000001,38.003221,23.804128,2024-02-06 08:16:00.052017
202010000000001,38.003139,23.804173,2024-02-06 08:16:01.054124
202010000000001,38.003056,23.804218,2024-02-06 08:16:02.057761
202010000000001,38.002974,23.804264,2024-02-06 08:16:03.061234
202010000000001,38.002891,23.804309,2024-02-06 08:16:04.065244
202010000000001,38.002809,23.804355,2024-02-06 08:16:05.068698
202010000000001,38.002726,23.8044,2024-02-06 08:16:06.071003
202010000000001,38.002644,23.804445,2024-02-06 08:16:07.082028
202010000000001,38.002561,23.804491,2024-02-06 08:16:08.087696
202010000000001,38.002479,23.804536,2024-02-06 08:16:09.092131
202010000000001,38.002396,23.804582,2024-02-06 08:16:10.095134
202010000000001,38.002314,23.804627,2024-02-06 08:16:11.099531
202010000000001,38.002231,23.804672,2024-02-06 08:16:12.105598
202010000000001,38.002149,23.804718,2024-02-06 08:16:13.112677
202010000000001,38.002066,23.804763,2024-02-06 08:16:14.116442
202010000000001,38.001984,23.804809,2024-02-06 08:16:15.121580
202010000000001,38.001901,23.804854,2024-02-06 08:16:16.126432
202010000000001,38.001819,23.804899,2024-02-06 08:16:17.132035
202010000000001,38.001736,23.804945,2024-02-06 08:16:18.137645
202010000000001,38.001654,23.80499,2024-02-06 08:16:19.144464
202010000000001,38.001571,23.805036,2024-02-06 08:16:20.148517
202010000000001,38.001489,23.805081,2024-02-06 08:16:21.152039
202010000000001,38.001406,23.805126,2024-02-06 08:16:22.154230
202010000000001,38.001323,23.805172,2024-02-06 08:16:23.156535
202010000000001,38.001241,23.805217,2024-02-06 08:16:24.160322
202010000000001,38.001158,23.805263,2024-02-06 08:16:25.162167
202010000000001,38.001076,23.805308,2024-02-06 08:16:26.166152
202010000000001,38.000993,23.805353,2024-02-06 08:16:27.168325
202010000000001,38.000911,23.805399,2024-02-06 08:16:28.170979
202010000000001,38.000828,23.805444,2024-02-06 08:16:29.173722
202010000000001,38.000746,23.80549,2024-02-06 08:16:30.176298
202010000000001,38.000663,23.805535,2024-02-06 08:16:31.180623
202010000000001,38.000581,23.80558,2024-02-06 08:16:32.184105
202010000000001,38.000498,23.805626,2024-02-06 08:16:33.187172
202010000000001,38.000416,23.805671,2024-02-06 08:16:34.189690
202010000000001,38.000333,23.805717,2024-02-06 08:16:35.192021
202010000000001,38.000251,23.805762,2024-02-06 08:16:36.193959
202010000000001,38.000168,23.805807,2024-02-06 08:16:37.196506
202010000000001,38.000086,23.805853,2024-02-06 08:16:38.212680
202010000000001,38.000003,23.805898,2024-02-06 08:16:39.215870
202010000000001,37.999921,23.805944,2024-02-06 08:16:40.220613
202010000000001,37.999838,23.805989,2024-02-06 08:16:41.225350
202010000000001,37.999756,23.806034,2024-02-06 08:16:42.228942
202010000000001,37.999673,23.80608,2024-02-06 08:16:43.232351
202010000000001,37.999595,23.806142,2024-02-06 08:16:44.235598
202010000000001,37.99952,23.806205,2024-02-06 08:16:45.240503
202010000000001,37.999445,23.806268,2024-02-06 08:16:46.243069
202010000000001,37.99937,23.806331,2024-02-06 08:16:47.246342
202010000000001,37.999295,23.806394,2024-02-06 08:16:48.250369
202010000000001,37.99922,23.806457,2024-02-06 08:16:49.253072
202010000000001,37.999145,23.80652,2024-02-06 08:16:50.258222
202010000000001,37.99907,23.806583,2024-02-06 08:16:51.260963
202010000000001,37.998995,23.806646,2024-02-06 08:16:52.265124
202010000000001,37.99892,23.806709,2024-02-06 08:16:53.269868
202010000000001,37.998845,23.806772,2024-02-06 08:16:54.273419
202010000000001,37.99877,23.806834,2024-02-06 08:16:55.276881
202010000000001,37.998695,23.806897,2024-02-06 08:16:56.280440
202010000000001,37.99862,23.80696,2024-02-06 08:16:57.284025
202010000000001,37.998545,23.807023,2024-02-06 08:16:58.287323
202010000000001,37.99847,23.807086,2024-02-06 08:16:59.289964
202010000000001,37.998395,23.807149,2024-02-06 08:17:00.292075
202010000000001,37.99832,23.807212,2024-02-06 08:17:01.294526
202010000000001,37.998245,23.807275,2024-02-06 08:17:02.298353
202010000000001,37.99817,23.807338,2024-02-06 08:17:03.300777
202010000000001,37.998095,23.807401,2024-02-06 08:17:04.305201
202010000000001,37.99802,23.807464,2024-02-06 08:17:05.308077
202010000000001,37.997945,23.807527,2024-02-06 08:17:06.310621
202010000000001,37.99787,23.80759,2024-02-06 08:17:07.312773
202010000000001,37.997795,23.807653,2024-02-06 08:17:08.316922
202010000000001,37.99772,23.807716,2024-02-06 08:17:09.321790
202010000000001,37.997633,23.807771,2024-02-06 08:17:10.326159
202010000000001,37.997546,23.807799,2024-02-06 08:17:11.328201
202010000000001,37.997459,23.807828,2024-02-06 08:17:12.334265
202010000000001,37.997372,23.807856,2024-02-06 08:17:13.337161
202010000000001,37.997284,23.807884,2024-02-06 08:17:14.342333
202010000000001,37.997197,23.807913,2024-02-06 08:17:15.347207
202010000000001,37.99711,23.807941,2024-02-06 08:17:16.352269
202010000000001,37.997023,23.80797,2024-02-06 08:17:17.363603
202010000000001,37.996936,23.807998,2024-02-06 08:17:18.368252
202010000000001,37.996849,23.808027,2024-02-06 08:17:19.377866
202010000000001,37.996762,23.808055,2024-02-06 08:17:20.382646
202010000000001,37.996675,23.808083,2024-02-06 08:17:21.389038
202010000000001,37.996588,23.808112,2024-02-06 08:17:22.393732
202010000000001,37.996501,23.80814,2024-02-06 08:17:23.397836
202010000000001,37.996413,23.808169,2024-02-06 08:17:24.402940
202010000000001,37.996326,23.808197,2024-02-06 08:17:25.407312
202010000000001,37.996239,23.808226,2024-02-06 08:17:26.411924
202010000000001,37.996192,23.808327,2024-02-06 08:17:27.415548
202010000000001,37.99616,23.808433,2024-02-06 08:17:28.423460
202010000000001,37.996127,23.808539,2024-02-06 08:17:29.428104
202010000000001,37.996094,23.808646,2024-02-06 08:17:30.433913
202010000000001,37.996061,23.808752,2024-02-06 08:17:31.436928
202010000000001,37.996028,23.808858,2024-02-06 08:17:32.444915
202010000000001,37.995995,23.808964,2024-02-06 08:17:33.448050
202010000000001,37.995963,23.809071,2024-02-06 08:17:34.452396
202010000000001,37.99593,23.809177,2024-02-06 08:17:35.455972
202010000000001,37.995897,23.809283,2024-02-06 08:17:36.461499
202010000000001,37.995864,23.809389,2024-02-06 08:17:37.464347
202010000000001,37.995831,23.809496,2024-02-06 08:17:38.467756
202010000000001,37.995799,23.809602,2024-02-06 08:17:39.469899
202010000000001,37.995766,23.809708,2024-02-06 08:17:40.474022
202010000000001,37.995733,23.809815,2024-02-06 08:17:41.493466
202010000000001,37.995802,23.809891,2024-02-06 08:17:42.503896
202010000000001,37.995872,23.809962,2024-02-06 08:17:43.512597
202010000000001,37.995942,23.810033,2024-02-06 08:17:44.517919
202010000000001,37.996012,23.810105,2024-02-06 08:17:45.521203
202010000000001,37.996082,23.810176,2024-02-06 08:17:46.524434
202010000000001,37.996152,23.810248,2024-02-06 08:17:47.530640
202010000000001,37.996222,23.810319,2024-02-06 08:17:48.532978
202010000000001,37.996293,23.810391,2024-02-06 08:17:49.536239
202010000000001,37.996363,23.810462,2024-02-06 08:17:50.540359
202010000000001,37.996433,23.810533,2024-02-06 08:17:51.544158
202010000000001,37.996503,23.810605,2024-02-06 08:17:52.547987
202010000000001,37.996573,23.810676,2024-02-06 08:17:53.552186
202010000000001,37.996643,23.810748,2024-02-06 08:17:54.555999
202010000000001,37.996713,23.810819,2024-02-06 08:17:55.561286
202010000000001,37.996784,23.810891,2024-02-06 08:17:56.566367
202010000000001,37.996854,23.810962,2024-02-06 08:17:57.572231
202010000000001,37.996924,23.811033,2024-02-06 08:17:58.577148
202010000000001,37.996994,23.811105,2024-02-06 08:17:59.583149
202010000000001,37.997064,23.811176,2024-02-06 08:18:00.587246
202010000000001,37.997068,23.811253,2024-02-06 08:18:01.592088
202010000000001,37.997003,23.811331,2024-02-06 08:18:02.596833
202010000000001,37.996937,23.811409,2024-02-06 08:18:03.602014
202010000000001,37.996871,23.811487,2024-02-06 08:18:04.605170
202010000000001,37.996871,23.811588,2024-02-06 08:18:05.609030
202010000000001,37.996906,23.811694,2024-02-06 08:18:06.612009
202010000000001,37.99694,23.811799,2024-02-06 08:18:07.616314
202010000000001,37.996974,23.811905,2024-02-06 08:18:08.618935
202010000000001,37.997008,23.81201,2024-02-06 08:18:09.623933
202010000000001,37.997042,23.812116,2024-02-06 08:18:10.627093
202010000000001,37.997077,23.812222,2024-02-06 08:18:11.631677
202010000000001,37.997111,23.812327,2024-02-06 08:18:12.644400
202010000000001,37.997145,23.812433,2024-02-06 08:18:13.932153
202010000000001,37.997179,23.812538,2024-02-06 08:18:14.936477
202010000000001,37.997213,23.812644,2024-02-06 08:18:15.940441
202010000000001,37.997247,23.812749,2024-02-06 08:18:16.944527
202010000000001,37.997282,23.812855,2024-02-06 08:18:17.948968
202010000000001,37.997316,23.81296,2024-02-06 08:18:18.952427
202010000000001,37.99735,23.813066,2024-02-06 08:18:19.956222
202010000000001,37.997384,23.813172,2024-02-06 08:18:20.965294
202010000000001,37.997418,23.813277,2024-02-06 08:18:21.968585
202010000000001,37.997453,23.813383,2024-02-06 08:18:22.974888
202010000000001,37.997487,23.813488,2024-02-06 08:18:23.979704
202010000000001,37.997521,23.813594,2024-02-06 08:18:24.983291
202010000000001,37.997555,23.813699,2024-02-06 08:18:25.991090
202010000000001,37.997589,23.813805,2024-02-06 08:18:26.996626
202010000000001,37.997624,23.81391,2024-02-06 08:18:27.999355
202010000000001,37.997658,23.814016,2024-02-06 08:18:29.005236
202010000000001,37.997692,23.814122,2024-02-06 08:18:30.009767
202010000000001,37.997726,23.814227,2024-02-06 08:18:31.016062
202010000000001,37.99776,23.814333,2024-02-06 08:18:32.020943
202010000000001,37.997794,23.814438,2024-02-06 08:18:33.023352
202010000000001,37.997829,23.814544,2024-02-06 08:18:34.028717
202010000000001,37.997863,23.814649,2024-02-06 08:18:35.032456
202010000000001,37.997897,23.814755,2024-02-06 08:18:36.036124
202010000000001,37.997931,23.81486,2024-02-06 08:18:37.040827
202010000000001,37.997965,23.814966,2024-02-06 08:18:38.045123
202010000000001,37.998,23.815072,2024-02-06 08:18:39.049262
202010000000001,37.998034,23.815177,2024-02-06 08:18:40.052097
202010000000001,37.998068,23.815283,2024-02-06 08:18:41.056040
202010000000001,37.998102,23.815388,2024-02-06 08:18:42.060991
202010000000001,37.998136,23.815494,2024-02-06 08:18:43.063032
202010000000001,37.99817,23.815599,2024-02-06 08:18:44.067250
202010000000001,37.998205,23.815705,2024-02-06 08:18:45.071239
202010000000001,37.998239,23.81581,2024-02-06 08:18:46.075515
202010000000001,37.998273,23.815916,2024-02-06 08:18:47.078297
202010000000001,37.998307,23.816022,2024-02-06 08:18:48.081677
